,id,overall_sent,time_period_labour,time_period_conservatives
562710,1171389313508003840,1,1,1
2638301,1176239441616297984,-1,1,1
2522153,1176032573635670016,-1,1,1
2398628,1175650457978585089,-3,3,1
2270093,1175142638825148419,-2,3,1
524643,1171343128130928640,-2,1,1
1509685,1173298294925254656,0,2,1
3791326,1178785897275428865,-1,1,3
2220324,1175003345829998592,0,3,1
2901539,1176778377291796480,0,4,2
562712,1171389314657394688,1,1,1
1053444,1172237857412538370,-1,1,1
1933652,1174275352811724800,-1,1,1
539574,1171360244674584578,-1,1,1
3849890,1178956592592629761,-1,1,3
2609858,1176193404620943360,-2,1,1
2114732,1174725348904321024,0,3,1
1897136,1174228603451650049,2,1,1
627805,1171496694963290112,0,1,1
2365799,1175491327418687488,0,3,1
2734514,1176473164299341831,-1,4,1
1930467,1174271275675660291,-1,1,1
3857136,1178971481436573696,-1,1,3
1450541,1173176085753843719,1,2,1
1421362,1173125879721025536,-1,2,1
3904221,1179078172798836737,-1,1,3
3101868,1177173540484894720,-1,4,2
252974,1171008951191842816,-2,1,1
1658219,1173646938866143233,-1,2,1
620039,1171473507328221184,0,1,1
4090969,1179481788495859715,-1,1,1
796244,1171853440215126016,0,1,1
225005,1170986479029538816,-1,1,1
2574951,1176114967210266624,2,1,1
291591,1171038684482871296,0,1,1
2497634,1175905864844288001,-1,3,1
2212697,1174987909033803776,0,3,1
3888722,1179037051565436929,-2,1,3
3887234,1179033116876378112,0,1,3
2845145,1176624087239712769,-1,4,1
2330621,1175368626741927936,-1,3,1
3559660,1178276849220292608,0,1,3
2055716,1174600601533079553,0,3,1
2914643,1176795258455285760,-3,4,2
2171150,1174888737123262465,0,3,1
1190379,1172521626493169664,0,1,1
4616909,1180588833991090177,0,1,4
1464797,1173202273507450881,1,2,1
4223784,1179729870076743680,-1,1,4
1897374,1174228865159454720,0,1,1
4750144,1180914308701736963,0,1,1
2441836,1175733573703348224,0,3,1
3887139,1179032852962275328,1,1,3
3895362,1179055175304126464,-3,1,3
1243908,1172620584548753408,0,1,1
2479287,1175852671728832512,-1,3,1
3098374,1177168497119510528,-1,4,2
2433362,1175717725265678337,0,3,1
2582956,1176134754665730055,0,1,1
2452244,1175762493337153538,0,3,1
343578,1171084656956981248,-2,1,1
2090254,1174665693716865024,0,3,1
3897689,1179060737161007105,0,1,3
508178,1171325480445894657,0,1,1
1172348,1172481562149052416,-1,1,1
573389,1171401530433576960,1,1,1
1321196,1172824421192667136,0,1,1
2974073,1176921049553952769,-1,4,2
1975582,1174358502158065666,-2,1,1
2811202,1176577406775234561,-2,4,1
576396,1171405159089487872,-1,1,1
3885786,1179029264773111809,-1,1,3
4077248,1179464496122929152,-1,1,1
1429519,1173141984145489921,-2,2,1
4227885,1179735879662948354,-1,1,4
543261,1171364895473983488,1,1,1
2944343,1176850518192336897,0,4,2
2547918,1176067067365253120,0,1,1
171924,1170930125808054273,-2,1,1
1681607,1173684184956768257,0,2,1
2214630,1174991618006536192,0,3,1
1847914,1174067354923405314,0,2,1
2621525,1176211269298339840,-1,1,1
387614,1171128449748099074,1,1,1
1389501,1172975245151657985,-2,1,1
950782,1172094118715174912,1,1,1
554527,1171379455778086913,1,1,1
1343431,1172867868066811905,-3,1,1
2421654,1175698409694650368,0,3,1
1173819,1172484188559351808,-1,1,1
2857550,1176662703680708608,0,4,2
3630750,1178431079868485633,-2,1,3
3874033,1179003346902032384,-3,1,3
1857858,1174085074184232962,0,2,1
2446304,1175746280129216512,-1,3,1
569474,1171396882117136389,1,1,1
1995797,1174400246731988993,-1,1,1
705721,1171702822859137024,-2,1,1
1413889,1173077697179922435,-2,2,1
1895138,1174226412049436673,-2,1,1
3116314,1177198237687533568,-1,4,2
1475961,1173223399906336769,0,2,1
3254396,1177546746764959746,0,1,2
1145421,1172442025767010305,0,1,1
3891257,1179043953703899136,-1,1,3
2540161,1176055821299605504,-3,1,1
3691913,1178612241958092800,0,1,3
1447047,1173170109449494529,1,2,1
4158687,1179650904821288960,0,1,4
1965852,1174332351003942913,1,1,1
4719535,1180847478696005633,0,1,1
2501403,1175923796861227008,-1,1,1
2518083,1176024519041044480,0,1,1
2548435,1176067821362720768,-1,1,1
2639962,1176242506192904192,0,1,1
641629,1171525304151465991,0,1,1
2035500,1174557379914059776,0,3,1
2898066,1176774173479378945,4,4,2
2733894,1176472472151044101,-2,4,1
1435447,1173151372293890049,0,2,1
2353773,1175456918330105856,-2,3,1
2926845,1176817377989804032,-2,4,2
2610161,1176193852258041856,0,1,1
1359294,1172906094546620425,-1,1,1
2519445,1176026519296258050,2,1,1
3167711,1177306033003405314,-1,4,2
4511883,1180379393513984005,-1,1,4
3793122,1178788617730310145,0,1,3
2290404,1175255839252385794,0,3,1
1274789,1172755932343930882,0,1,1
2530189,1176042624832221184,0,1,1
2445264,1175743716398632960,0,3,1
2621442,1176211146543640576,-1,1,1
1454053,1173182367063859200,-1,2,1
665318,1171588339604119553,0,1,1
2828612,1176601053736968192,-1,4,1
2955987,1176880040560209922,0,4,2
4040363,1179412556382949376,1,1,1
3549386,1178255854027456512,-1,1,3
4045789,1179421236402835457,-1,1,1
1681747,1173684392310595592,1,2,1
3288067,1177634371525861377,-3,1,2
801764,1171861200780636161,-1,1,1
3970371,1179280261609115650,-1,1,1
4656828,1180748066728681472,-3,1,1
1123981,1172411663623999490,0,1,1
3566056,1178296347843272704,-1,1,3
760719,1171791219128709121,0,1,1
660529,1171562389491392512,0,1,1
1378220,1172951853040066560,-2,1,1
1191994,1172525239340797953,0,1,1
1324089,1172829527820701696,1,1,1
1300453,1172794005060562944,0,1,1
936065,1172079072165470208,0,1,1
3485057,1178084501995606018,-1,1,1
3661385,1178567726320754689,0,1,3
4770473,1180950187180744704,0,1,1
1283961,1172771399183851520,-1,1,1
3010511,1176973532435120129,-1,4,2
1347280,1172877368660123648,0,1,1
1550748,1173395633434243072,1,2,1
4748127,1180910738262691840,-2,1,1
2257259,1175106111386595328,-2,3,1
3324535,1177706281815203842,0,1,2
2270404,1175143608284078080,0,3,1
1614908,1173571651377795072,-1,2,1
2637153,1176237184346730497,2,1,1
2780469,1176534745481711617,-1,4,1
2200545,1174963774970724355,-2,3,1
2774363,1176525412555460608,-1,4,1
3045786,1177099039336214528,0,4,2
1306724,1172802658379456513,-1,1,1
2079446,1174644661354401792,0,3,1
1130466,1172420580919824384,1,1,1
1430702,1173143918671814656,-1,2,1
2931058,1176824316056481798,-2,4,2
1667055,1173660151926202368,0,2,1
1251249,1172632432618745857,0,1,1
3878684,1179012995332091905,0,1,3
2465552,1175809168168632321,-3,3,1
2629470,1176223662237786114,-1,1,1
2193714,1174953531222020102,0,3,1
4060893,1179443706195300354,0,1,1
767331,1171804875900039168,-2,1,1
557941,1171383940101365760,-1,1,1
2340694,1175401091070091265,0,3,1
1913108,1174249443539017729,-1,1,1
3390252,1177904246534148096,0,1,1
608581,1171455428007301123,1,1,1
1567729,1173492934479613953,1,2,1
2628832,1176222664555466754,-2,1,1
3491949,1178107240525500417,-3,1,3
3902451,1179074391004651521,-1,1,3
3330079,1177719228729823232,-2,1,2
686413,1171679982424403968,0,1,1
4461207,1180183919037161472,-1,1,4
1283757,1172771159370346497,0,1,1
2369572,1175500622285680642,-1,3,1
4133372,1179544955154571265,0,1,1
3933411,1179136466955276289,-1,1,3
2041737,1174575422379614209,-1,3,1
3018762,1176984392083881994,-3,4,2
3118053,1177201531692576770,-1,4,2
1403839,1173009091129749504,-2,1,1
1484837,1173246651416358912,-1,2,1
2075843,1174638077001777157,0,3,1
945629,1172088893631533056,1,1,1
4216258,1179719752828227584,-1,1,4
2039562,1174571273067880448,0,3,1
2643895,1176249486030659585,-1,1,1
2666581,1176381339387514880,0,4,1
4786616,1180983682515046401,0,1,1
4265453,1179794194656878593,-1,1,4
2526958,1176038653497229312,-1,1,1
2847649,1176628693529243649,-2,4,1
535089,1171354801822752769,-2,1,1
650737,1171540931167825920,0,1,1
521339,1171339632362975232,-1,1,1
2484890,1175868778787299328,0,3,1
460755,1171202524268961792,-1,1,1
1826314,1174032516522622976,-2,2,1
2080239,1174646123769806848,1,3,1
2249604,1175082699243098113,0,3,1
4680175,1180779831098843136,-1,1,1
2922469,1176809916776026112,-2,4,2
3880934,1179017753447092224,-1,1,3
1062028,1172248202176815105,1,1,1
2473375,1175835575804473345,-1,3,1
1124529,1172412194471858176,0,1,1
3939769,1179147392601464833,-3,1,3
2590429,1176153831001993217,0,1,1
2525828,1176037233318662144,-1,1,1
421854,1171160327943331840,-1,1,1
2012660,1174432398735532039,1,1,1
2897143,1176773085355266048,3,4,2
2503879,1175948239947874309,-1,1,1
3958305,1179198409783304192,-1,1,1
2601244,1176179116250423298,-3,1,1
4067373,1179451561925328898,-1,1,1
463775,1171207304861159425,-1,1,1
2547888,1176067026886037504,-1,1,1
1947438,1174295858612973568,0,1,1
1037652,1172216367333986304,2,1,1
1853544,1174077206345261058,0,2,1
1021325,1172193800837640192,0,1,1
2239125,1175050364762173443,0,3,1
2828193,1176600453775273996,-2,4,1
2894100,1176769561099669505,0,4,2
2533688,1176047082064547840,-1,1,1
2134046,1174764954936926209,0,3,1
654629,1171548058687090689,1,1,1
3225723,1177486066682433536,-1,1,2
885069,1172029255301177347,2,1,1
1854368,1174078703678185474,-1,2,1
1134649,1172427617099636736,0,1,1
2588283,1176148156985331715,0,1,1
2096267,1174679149543383040,-1,3,1
1579404,1173511589040779266,1,2,1
1179986,1172494155009810435,0,1,1
374289,1171114613771001856,1,1,1
190970,1170957311600463872,-3,1,1
4054650,1179436675958759424,0,1,1
669227,1171633052809859072,0,1,1
162939,1170887591685607425,-2,1,1
1929915,1174270551264829440,0,1,1
1336418,1172853182969634816,0,1,1
597233,1171437672025354240,-1,1,1
4651161,1180737944879013889,-1,1,1
313098,1171057495797878791,-1,1,1
4034580,1179403147695009793,-2,1,1
287887,1171035727565598720,-2,1,1
514340,1171332349944061957,1,1,1
2163534,1174824992489406464,0,3,1
1397500,1172994063617974273,-2,1,1
3695112,1178616956947222530,-2,1,3
2645066,1176257393887514624,0,1,1
2430237,1175712044311597063,-2,3,1
3438269,1178004843950215172,-3,1,1
3313164,1177683460410019840,-1,1,2
2032257,1174531657023537152,-2,3,1
1602945,1173551608636088321,1,2,1
2198950,1174961115454787586,0,3,1
1000907,1172164016871022592,0,1,1
2358579,1175471170973511683,0,3,1
2404908,1175669323056254976,1,3,1
2890783,1176765725207343104,0,4,2
2124125,1174743647914483713,0,3,1
4233169,1179744149551095808,-1,1,4
1805831,1173987771784081418,0,2,1
2591435,1176156378110603264,-2,1,1
1183937,1172502765538545664,0,1,1
1878239,1174204915561971712,0,1,1
4671729,1180768251871186945,-1,1,1
4438132,1180134213795942401,0,1,4
2454399,1175768764610162694,-1,3,1
1013902,1172183628387946496,1,1,1
518693,1171336801824464898,-1,1,1
2448505,1175751971313242114,0,3,1
767051,1171804316937740288,1,1,1
2054484,1174598422369918977,0,3,1
4258187,1179783452104839173,0,1,4
2660893,1176364253122633729,-1,4,1
981605,1172131515540692992,-2,1,1
4128298,1179530583988477954,-1,1,1
3565736,1178295520005181440,0,1,3
1743994,1173860813397999617,0,2,1
2425620,1175704346601906176,0,3,1
4162174,1179655023799754757,-1,1,4
4448986,1180157840985673730,-2,1,4
618755,1171471519450423297,1,1,1
4309537,1179855662240665600,2,1,4
3418902,1177963715045576705,-1,1,1
1415700,1173099146804420608,-2,2,1
1392517,1172982253158354944,-2,1,1
2856691,1176657259839021057,-1,4,2
2921183,1176807711872364544,2,4,2
3854968,1178967989258985472,-1,1,3
2687207,1176415050002833408,0,4,1
1955923,1174310588912037888,1,1,1
1431237,1173144776406917120,-2,2,1
1120925,1172406456382939137,1,1,1
684303,1171677376218042368,-1,1,1
3888728,1179037074504028160,-1,1,3
3894501,1179053093700407296,-1,1,3
1027230,1172202134357577728,-2,1,1
916211,1172060330576363521,0,1,1
1076999,1172266773443436544,3,1,1
2353301,1175455315392913409,1,3,1
1562738,1173484058669699072,0,2,1
3877356,1179010299816562689,-1,1,3
3302280,1177662802493923330,-1,1,2
1496972,1173273215847809024,1,2,1
4285449,1179821801465159682,-2,1,4
993151,1172150829995974656,1,1,1
1888564,1174219498360070144,1,1,1
2621865,1176211823760162817,1,1,1
2185055,1174940448185413633,0,3,1
3876636,1179008754806861825,0,1,3
3053539,1177111827869835264,1,4,2
2275578,1175158325962559496,-1,3,1
631537,1171505724670664705,1,1,1
889054,1172034079505731584,2,1,1
2202229,1174966491151601665,0,3,1
947780,1172091207738109952,0,1,1
2305231,1175317121892532225,0,3,1
2480930,1175857491248386053,-3,3,1
563268,1171389885535674368,1,1,1
561284,1171387919963238400,0,1,1
501394,1171318138664865792,0,1,1
266623,1171019713750552576,-2,1,1
1953246,1174305593521266688,0,1,1
4032785,1179400197094494209,-1,1,1
860498,1171922998716174342,2,1,1
3365163,1177865058149437442,-1,1,1
3533037,1178233735533252608,-1,1,3
495073,1171311203429363715,-2,1,1
1672257,1173667847408705537,1,2,1
2887281,1176761860806389765,1,4,2
2290740,1175260936250302464,-1,3,1
627990,1171497243418906625,1,1,1
1536978,1173349938018885633,1,2,1
3548087,1178253820117356545,-1,1,3
2641087,1176244362742775815,-1,1,1
158785,1170871541942427648,1,1,1
4245753,1179764253294649344,-1,1,4
2253028,1175094670529040385,0,3,1
2126133,1174747687272550404,-1,3,1
1680032,1173681701513584649,0,2,1
2419377,1175695082038710272,0,3,1
2690511,1176420045024632833,1,4,1
1918320,1174255729081032706,0,1,1
3942520,1179151443992993792,-3,1,3
880850,1172022495316271104,-1,1,1
2469226,1175820550180147207,0,3,1
4768564,1180946742562480128,-1,1,1
1443879,1173164797778714624,2,2,1
2635875,1176234969854881792,-1,1,1
1169434,1172477100986703878,0,1,1
3871005,1178996594164867072,-1,1,3
3931258,1179132243786252288,-2,1,3
2148653,1174794509416353795,0,3,1
2896686,1176772560236793856,1,4,2
3338677,1177771816724635648,0,1,1
3958414,1179199199793037313,-2,1,1
3733594,1178691868244299783,2,1,3
4090304,1179480880991150081,0,1,1
1865708,1174111798821302272,1,1,1
934782,1172077787810803712,-2,1,1
1824158,1174029139722035201,1,2,1
1493067,1173264900896018435,-2,2,1
622976,1171481154383302658,1,1,1
646828,1171534665708032001,0,1,1
4357665,1180003791854342144,0,1,4
706823,1171704125186355200,0,1,1
1227556,1172592494128898049,0,1,1
4099124,1179492423975743488,-4,1,1
3551853,1178260390746218496,-1,1,3
2075651,1174637689678827522,1,3,1
4262429,1179789910577950721,-2,1,4
466615,1171211947188137985,0,1,1
4257491,1179782395266031616,0,1,4
2713124,1176449282372775936,-2,4,1
2601136,1176178913321598977,-1,1,1
539665,1171360350043852800,0,1,1
2232833,1175032493839462401,0,3,1
2904826,1176782572732526592,0,4,2
1714727,1173736985057529857,0,2,1
1155955,1172458702990925826,-1,1,1
2415389,1175689592772726785,1,3,1
2321108,1175345917362364416,-2,3,1
2077283,1174640773998043137,0,3,1
3934037,1179137555054374912,-1,1,3
1942900,1174289017216671745,-2,1,1
1676268,1173676189023707137,1,2,1
4082859,1179471387699879937,-1,1,1
3656728,1178560375601668097,1,1,3
1071424,1172259813893574656,0,1,1
1900536,1174232437439827968,0,1,1
2311686,1175327662426021888,-2,3,1
1614074,1173570311117299713,-1,2,1
2439424,1175729081259843584,0,3,1
282628,1171031577738002437,1,1,1
2951751,1176869108064763904,-3,4,2
3482658,1178079449968979968,-1,1,1
2670578,1176388585504817152,-1,4,1
1887952,1174218838558355456,0,1,1
680670,1171672399491850240,0,1,1
704027,1171700662528352258,-2,1,1
3631277,1178431948429103104,-2,1,3
3067023,1177129250895405056,-1,4,2
4682840,1180783454302228480,0,1,1
4728321,1180869035241684992,1,1,1
2640895,1176244047150817280,-1,1,1
969886,1172116500305633280,0,1,1
664034,1171579016714715137,1,1,1
3390516,1177904631650889728,-1,1,1
1893313,1174224503976660992,-2,1,1
3896885,1179058931483779076,0,1,3
3559781,1178277114791022592,1,1,3
3741320,1178708670873571328,1,1,3
728836,1171733600418639873,0,1,1
2195922,1174956662311964674,0,3,1
1396278,1172991130021105666,-3,1,1
1570043,1173496675824017408,-1,2,1
3524471,1178223598311497729,-1,1,3
2272775,1175150277034434564,-2,3,1
572934,1171400994879672320,1,1,1
1847833,1174067206524755968,0,2,1
1247938,1172626910347694081,0,1,1
2653445,1176291562797617153,0,4,1
657498,1171554505365893125,0,1,1
3420185,1177966753512591370,0,1,1
2777749,1176530626532511750,0,4,1
2428093,1175708551924396032,0,3,1
548969,1171372230342782976,-2,1,1
3088857,1177156247541485568,-1,4,2
1128235,1172417438421409792,0,1,1
581988,1171412402396643328,1,1,1
1266699,1172702329272983554,3,1,1
587299,1171420333276094465,-2,1,1
1853588,1174077307176280065,1,2,1
2692206,1176422489783713794,-1,4,1
3408109,1177938717601873920,-1,1,1
1403399,1173007814341668865,-2,1,1
3847544,1178953510949457920,-1,1,3
2347324,1175430862160171008,0,3,1
2705078,1176441404312231939,-1,4,1
3757273,1178734558008750082,-1,1,3
2383648,1175533786106343424,0,3,1
887645,1172032450895187968,2,1,1
2956193,1176880524117364741,0,4,2
1449227,1173173773765361665,-2,2,1
2217431,1174997322423578624,0,3,1
2631716,1176227511669264384,-1,1,1
3521463,1178219586560368640,-1,1,3
2605763,1176187143003222017,1,1,1
2440060,1175730245619658752,2,3,1
1905416,1174240682065702914,-2,1,1
2438386,1175727173933633536,-3,3,1
915543,1172059717490937858,-2,1,1
420784,1171159326981013516,-1,1,1
2040427,1174573006099746817,1,3,1
4098578,1179491685560176640,0,1,1
746468,1171763157230063618,1,1,1
1113305,1172396863711936512,0,1,1
989722,1172145141743869954,-1,1,1
3503666,1178191388183281664,-3,1,3
1928453,1174268695872442369,1,1,1
1828886,1174036383217922051,1,2,1
4317618,1179866723849326593,0,1,4
3675196,1178585089946595328,-1,1,3
2656555,1176322431436414976,-1,4,1
461080,1171203099802963970,-1,1,1
3426015,1177980270227722243,1,1,1
3911693,1179093522043084801,0,1,3
3623003,1178417610326720514,-2,1,3
2925142,1176814424813969409,-1,4,2
2615352,1176201620989890565,-1,1,1
948445,1172091900003803137,0,1,1
677209,1171666877636108288,0,1,1
2485307,1175870014731300866,2,3,1
3480217,1178073670255874048,-1,1,1
4085892,1179475229086818305,-1,1,1
2631610,1176227306421006336,0,1,1
2932467,1176826649180082181,-3,4,2
468395,1171215759680430080,-2,1,1
3291063,1177640749908873217,0,1,2
2575768,1176116689601290240,-1,1,1
2836857,1176612001424072705,3,4,1
4219887,1179724282894700544,-1,1,4
2215684,1174993757881741312,0,3,1
1070306,1172258423167160333,0,1,1
2620258,1176209293437218816,-2,1,1
2506666,1175985469932408835,-3,1,1
1440947,1173160074354855936,1,2,1
2478000,1175848812625256453,0,3,1
4559986,1180472715871997959,-1,1,4
2218636,1174999853472059392,0,3,1
1985263,1174378740375269381,2,1,1
2160340,1174816556724969472,-1,3,1
2165473,1174832307422814208,0,3,1
2331280,1175370345471238144,0,3,1
1831751,1174041064551981056,0,2,1
2202799,1174967326132686848,0,3,1
4041454,1179414328333815818,-1,1,1
2671475,1176390168326135814,1,4,1
442638,1171179650472644608,1,1,1
876575,1172009784771563520,0,1,1
2441248,1175732445322387458,-1,3,1
564584,1171391252518133760,1,1,1
3586443,1178345309837103104,-2,1,3
4156818,1179648564336701442,0,1,4
3960933,1179229978342416386,-2,1,1
3128736,1177225146345689090,-2,4,2
448642,1171186188427911168,1,1,1
975631,1172123507733516290,1,1,1
2206812,1174973480212652036,0,3,1
4324638,1179877024481107970,0,1,4
2681853,1176406322369241090,0,4,1
4299333,1179840351579889664,2,1,4
1670188,1173664695615721472,-1,2,1
2022950,1174455345680453632,0,1,1
2352256,1175449104891240450,0,3,1
3025714,1176996409553371136,-1,4,2
3187998,1177342696492544011,-1,4,2
1391079,1172978668039225345,-2,1,1
669534,1171636225188466688,0,1,1
979951,1172129165748948992,1,1,1
155522,1170858624840634369,-2,1,1
694916,1171689862732406784,0,1,1
4049989,1179429745328623626,0,1,1
3770051,1178753508352446465,1,1,3
3937987,1179144645810556928,-2,1,3
2362480,1175482590574338048,0,3,1
2628511,1176222176900464640,1,1,1
1884038,1174214114320760832,0,1,1
566004,1171392869049016321,1,1,1
4613725,1180584166192107520,-2,1,4
633699,1171510143093096448,1,1,1
982139,1172132181348618240,-3,1,1
2613535,1176198925260414979,-2,1,1
3431643,1177991436031156224,-2,1,1
1444346,1173165549045653504,1,2,1
2970157,1176913135879512064,0,4,2
4296130,1179835973909336065,2,1,4
1144401,1172440797637033984,3,1,1
634011,1171510742182330370,0,1,1
852750,1171912373172625408,0,1,1
1991900,1174392291345281026,1,1,1
928075,1172071387575521280,0,1,1
2544895,1176062437919010816,-1,1,1
1845044,1174062271191928833,0,2,1
862073,1171926173414252545,1,1,1
528225,1171347037604012032,-2,1,1
1946410,1174294258494230528,-1,1,1
1592294,1173532711027392512,-2,2,1
3861989,1178980091847675905,-2,1,3
579470,1171408824995143681,1,1,1
2683480,1176408713067945984,0,4,1
596690,1171436861669040130,-1,1,1
469002,1171217426215768064,-2,1,1
3824298,1178919733967626240,-2,1,3
1851756,1174073918434529282,0,2,1
502234,1171319011491110912,-1,1,1
258005,1171012662609793025,-2,1,1
3900098,1179066608993673223,0,1,3
809929,1171870211328348165,1,1,1
3650401,1178545908214112257,1,1,3
2476703,1175845035285372928,0,3,1
4062159,1179445216903741440,0,1,1
1257674,1172649252289314817,-2,1,1
4132574,1179542077593522177,0,1,1
4742861,1180900002706706433,0,1,1
586406,1171418982122971136,1,1,1
1436415,1173153054180433923,-2,2,1
3683345,1178596849256734720,-2,1,3
1483473,1173240622351884288,1,2,1
659724,1171559860288114688,0,1,1
644213,1171529971707179009,1,1,1
836473,1171895940732657666,2,1,1
333329,1171075913087426561,1,1,1
2562146,1176090960712949760,0,1,1
2449175,1175753762692096002,-1,3,1
2956254,1176880644225470464,0,4,2
2024011,1174458665966981121,-2,1,1
3912062,1179094318029651970,-2,1,3
1049040,1172232563550838785,0,1,1
1295934,1172785893599588353,1,1,1
4133955,1179547151996719104,-2,1,4
2844550,1176623077561700353,0,4,1
4126223,1179526927977242624,1,1,1
4325923,1179878633239977984,-1,1,4
342709,1171083881359052800,0,1,1
2303192,1175313519065141249,0,3,1
2882676,1176756799493591040,0,4,2
2617297,1176204737986928642,-2,1,1
190293,1170956659549769728,-1,1,1
2775957,1176528050781138944,-1,4,1
2299846,1175306236256014336,-1,3,1
1919484,1174257229802983425,-1,1,1
3349686,1177839335300911105,0,1,1
2929495,1176821727923490817,2,4,2
3795436,1178792177989771265,-1,1,3
2634470,1176232465381412864,-1,1,1
3978319,1179304099042467840,-3,1,1
4052414,1179433433623343104,1,1,1
2956449,1176881028427866118,0,4,2
671785,1171652038423392256,-1,1,1
4221110,1179725989745696769,-1,1,4
3895469,1179055426672975872,0,1,3
1133180,1172424684681347073,1,1,1
2489127,1175882723157848065,0,3,1
2754828,1176496363288154112,0,4,1
2451700,1175760992803983361,0,3,1
1966313,1174333440407289857,-2,1,1
577463,1171406391942275072,1,1,1
1618203,1173577124256604160,-1,2,1
1832109,1174041654124265472,1,2,1
583504,1171414714456387586,1,1,1
2260830,1175116236281307141,-1,3,1
3590477,1178354843603423232,0,1,3
4077617,1179464932976406530,0,1,1
1123727,1172411407192584192,0,1,1
2301310,1175309580106194944,-1,3,1
3875438,1179006319908544513,0,1,3
628034,1171497370703425538,-2,1,1
2291394,1175270460189229056,-1,3,1
2777695,1176530556500135936,0,4,1
4030684,1179396786588393473,0,1,1
4042907,1179416549964357637,-2,1,1
4300040,1179841220425715713,-2,1,4
2420656,1175696965868371968,0,3,1
2210230,1174979784167739393,0,3,1
1797088,1173966219956891650,1,2,1
1556307,1173459813759627265,-1,2,1
4121987,1179520435240800257,0,1,1
2513023,1176015986287362048,-1,1,1
4116028,1179512438196191232,-1,1,1
4718819,1180845857454919682,-2,1,1
1389027,1172974270915514373,-2,1,1
2546061,1176064224348581888,-1,1,1
1805174,1173986265437523969,0,2,1
1927190,1174266956544905217,-1,1,1
1321052,1172824170020913152,-1,1,1
1200838,1172543056744275968,0,1,1
1942294,1174288128376541185,1,1,1
2530850,1176043394319171584,-2,1,1
1996627,1174401862071664640,0,1,1
1447451,1173170791837552640,1,2,1
327334,1171071410242035712,-1,1,1
2654335,1176298655902552069,-1,4,1
1335731,1172851154109292544,-1,1,1
2592696,1176159346272755712,-1,1,1
383606,1171124249135919104,-1,1,1
317373,1171061729821958144,-2,1,1
1437614,1173154866816069632,0,2,1
1139923,1172435613024280577,0,1,1
1422670,1173129072429477888,-2,2,1
1375243,1172944957944016896,-1,1,1
4132327,1179541164887855104,-1,1,1
2457164,1175782925071278080,-1,3,1
363082,1171102978603962368,1,1,1
3890602,1179042394341281792,-1,1,3
3337407,1177756354846609408,1,1,1
1949721,1174299644882497541,-2,1,1
2635631,1176234529243238401,-2,1,1
2562903,1176092079954563072,-1,1,1
2538770,1176053776567939073,2,1,1
2610167,1176193861246476289,-2,1,1
558108,1171384151607562241,2,1,1
3806360,1178818689874968576,1,1,3
647515,1171535722823786496,0,1,1
1949838,1174299848696303616,0,1,1
4260157,1179786434510757894,0,1,4
1105487,1172381733884313600,0,1,1
4374572,1180026725255847937,-3,1,4
673811,1171659227913478144,1,1,1
3601846,1178378957483397121,-2,1,3
3861870,1178979910871846913,-1,1,3
1939926,1174284801291030528,0,1,1
1429052,1173141190558007297,-2,2,1
1172854,1172482465363103744,-1,1,1
562949,1171389542298992640,-1,1,1
976244,1172124298309447680,2,1,1
2205720,1174971729325637638,-1,3,1
4663617,1180757879839698949,0,1,1
3436982,1178002368274796547,1,1,1
4216683,1179720333504471040,-1,1,4
1396865,1172992583137660930,1,1,1
2622032,1176212094502543361,-1,1,1
2822989,1176593419373862912,-1,4,1
1891815,1174222874774822912,-1,1,1
1151641,1172452134983491584,0,1,1
1833320,1174043313743249411,1,2,1
4758852,1180929799491112960,-1,1,1
2472445,1175832672607899651,0,3,1
3907967,1179086057922539520,-1,1,3
2675436,1176396326122209280,0,4,1
4735220,1180884653437325314,0,1,1
2621280,1176210860995469312,-1,1,1
721921,1171724096960442368,-1,1,1
3908587,1179087313995026433,-1,1,3
3564777,1178292787009277954,1,1,3
574965,1171403468482985984,1,1,1
992889,1172150406262218752,1,1,1
1955706,1174310125915516929,0,1,1
3970525,1179280589318434818,0,1,1
2819918,1176589426740383746,-1,4,1
2688243,1176416628789186560,0,4,1
783901,1171834932282482688,0,1,1
2741943,1176480302438502400,0,4,1
566438,1171393342019657728,1,1,1
3892561,1179048069779918850,-1,1,3
1273893,1172753766019489792,0,1,1
3890145,1179041172607647744,-1,1,3
2054669,1174598736351256576,-1,3,1
4176164,1179670808802791425,0,1,4
1432881,1173147310185955328,-2,2,1
2557657,1176083602674769922,-3,1,1
1685008,1173689090799296512,0,2,1
2924603,1176813483570192385,-1,4,2
1799391,1173971928815681542,2,2,1
1943985,1174290533637926912,-1,1,1
862077,1171926176081874944,0,1,1
4497026,1180265479891509249,0,1,4
334497,1171076839445581824,1,1,1
1894468,1174225719641223171,1,1,1
1499726,1173279329066897408,-2,2,1
971481,1172118411012386816,-2,1,1
2759519,1176503116683993088,-1,4,1
4176911,1179671619578421248,-1,1,4
1429101,1173141246338093056,-2,2,1
4080626,1179468507622326279,-4,1,1
2442854,1175735644804517892,0,3,1
1268247,1172722287679811584,0,1,1
1942361,1174288219254513667,0,1,1
3888962,1179037742585372674,-1,1,3
505178,1171322204509937664,0,1,1
802598,1171862245745315845,0,1,1
2688401,1176416859421327361,1,4,1
2636642,1176236328977076224,1,1,1
2589811,1176152203163308032,0,1,1
2446054,1175745621011107841,0,3,1
252647,1171008711361540096,0,1,1
