,id,overall_sent,time_period_labour,time_period_conservatives
3960554,1179223675192651781,-1,1,1
379735,1171120315545653248,-2,1,1
644880,1171531225418219521,-1,1,1
4059995,1179442682298540032,0,1,1
1798752,1173970367238549504,0,2,1
3452092,1178028185641984001,1,1,1
1946412,1174294261258432520,-1,1,1
4080096,1179467877314957315,-1,1,1
1818427,1174014236219125760,0,2,1
3547929,1178253583034269696,-1,1,3
3550868,1178258254595547136,-1,1,3
1956001,1174310753798635521,0,1,1
2690907,1176420614996992000,1,4,1
3427422,1177982606366969856,-1,1,1
2431496,1175714329154510849,0,3,1
2587129,1176145178048040962,-1,1,1
1134035,1172426101898891264,0,1,1
577771,1171406794050154496,1,1,1
2118696,1174733262108930053,0,3,1
339130,1171080755423981568,-1,1,1
2701161,1176436141035261954,-2,4,1
1329814,1172839712454828032,0,1,1
3821726,1178914642598473728,-1,1,3
2596100,1176167911049846784,2,1,1
2016516,1174439868291833857,0,1,1
3707759,1178637541253222401,0,1,3
1124702,1172412373056942080,0,1,1
455883,1171195128721137665,0,1,1
2028363,1174481268643389442,-1,3,1
817725,1171877964746805248,0,1,1
818540,1171878778521341952,0,1,1
1388372,1172972749108719616,-1,1,1
800048,1171858901630935040,-1,1,1
881946,1172024551422795776,0,1,1
2312212,1175328510208090112,-2,3,1
4743931,1180902093684662273,-1,1,1
2559922,1176087426491658240,-1,1,1
1447159,1173170340085862400,1,2,1
1099885,1172346125766053888,3,1,1
832360,1171892225065848832,2,1,1
2367117,1175494714012983296,1,3,1
2471069,1175828844848308224,-1,3,1
2685925,1176413137442148352,0,4,1
2145568,1174789163528413184,-3,3,1
1356665,1172899981583441920,-2,1,1
1229232,1172597701172707328,-1,1,1
778845,1171826051674230786,0,1,1
1550419,1173392919165882370,-2,2,1
3090852,1177158691100995585,0,4,2
3870783,1178996176227573761,0,1,3
2511865,1176013301567893510,-2,1,1
3621483,1178415216004096011,-2,1,3
339203,1171080830036402179,-2,1,1
563859,1171390503461556224,-2,1,1
1362405,1172913173084725249,-2,1,1
1546919,1173375035354025984,-1,2,1
3356850,1177852760739500032,0,1,1
1443441,1173164054233452545,1,2,1
2306056,1175318545464532993,0,3,1
2634300,1176232151840428033,0,1,1
1210226,1172561861377703938,0,1,1
777067,1171823044714795008,0,1,1
1466063,1173204616567250945,1,2,1
3335964,1177744389340323840,-3,1,1
2652120,1176283181756166144,0,1,1
3485184,1178084813410099200,-1,1,1
1870479,1174167941815947264,0,1,1
2373035,1175508721499279365,0,3,1
3775506,1178761639660793856,0,1,3
2507614,1175995184624128000,-1,1,1
2563087,1176092352961744901,2,1,1
4219928,1179724338016202759,0,1,4
908776,1172053665059880961,2,1,1
638486,1171519298122027009,1,1,1
937857,1172080913884360704,1,1,1
3516260,1178212517971218432,-1,1,3
3882317,1179020802001375233,-2,1,3
827379,1171887238327787520,-1,1,1
1789033,1173942954819563520,2,2,1
2428076,1175708525835804672,-1,3,1
3681066,1178593599862329344,0,1,3
2588820,1176149523233726464,-2,1,1
3372871,1177878724164947968,2,1,1
540254,1171361063163637760,0,1,1
2605151,1176186260706254859,0,1,1
3642738,1178472918361280517,-3,1,3
1916829,1174253855003070468,0,1,1
1527234,1173331885222760448,1,2,1
2066972,1174621285156102144,0,3,1
1189854,1172520208302579712,0,1,1
3881951,1179019950398283777,0,1,3
658894,1171557715518349312,0,1,1
2626239,1176218591110356993,0,1,1
855031,1171915008118317056,2,1,1
612661,1171461879249506304,1,1,1
3882264,1179020700704759809,-1,1,3
2601505,1176179513501216769,-1,1,1
1425897,1173135677103296512,-2,2,1
1435380,1173151259857235968,1,2,1
1255247,1172643389654937600,-1,1,1
3058645,1177118497404571648,-2,4,2
678054,1171668507114778627,0,1,1
1801062,1173976481061580807,-1,2,1
710023,1171707808200499200,1,1,1
1344596,1172870569064378368,-1,1,1
2630976,1176226159429869569,-1,1,1
818353,1171878602163384320,0,1,1
2159771,1174815182855516160,0,3,1
1156132,1172458944524148736,3,1,1
2152819,1174802151903768576,1,3,1
3543454,1178247264579592193,-1,1,3
1843841,1174060234601619456,0,2,1
783124,1171833618005712896,0,1,1
1873973,1174193608410505217,-1,1,1
2104609,1174702527717289984,1,3,1
581563,1171411786932850688,-1,1,1
2673771,1176393776329371648,0,4,1
807832,1171868171667738626,0,1,1
2331216,1175370165850116096,1,3,1
2350157,1175441526874394624,-3,3,1
2580056,1176127613313650689,-1,1,1
2710730,1176447000432271360,1,4,1
1951708,1174303159390527488,0,1,1
873170,1171986967422218245,-1,1,1
2436066,1175722815070359552,2,3,1
3570087,1178306846731440128,2,1,3
3927066,1179124160934633479,-1,1,3
3917626,1179105262931714049,-2,1,3
3355052,1177849435512082432,1,1,1
363730,1171103646899200000,0,1,1
3939286,1179146649505009666,-1,1,3
2677062,1176398842687893504,-2,4,1
4067389,1179451581319827461,0,1,1
571143,1171398854496915456,1,1,1
800831,1171859949594513408,0,1,1
1012537,1172181649351684097,0,1,1
2783840,1176539763068874752,-2,4,1
2685753,1176412897574051841,-3,4,1
2378255,1175521059430457344,0,3,1
2984000,1176941278048772097,0,4,2
652115,1171543180149514241,0,1,1
404581,1171143963459444738,0,1,1
2028152,1174479609859100672,1,3,1
672863,1171656223114092545,0,1,1
2272675,1175149949018943488,-1,3,1
1880769,1174209506756235265,-1,1,1
2674866,1176395454747164673,-1,4,1
3885401,1179028212933910529,-1,1,3
2079077,1174643994720186369,0,3,1
484425,1171291214479536129,-2,1,1
2368280,1175497640756371458,-3,3,1
1799072,1173971133395283969,1,2,1
1843069,1174059018391867392,-1,2,1
1863453,1174100031982460928,0,2,1
1385245,1172966563168837632,-2,1,1
4732307,1180878619373125635,1,1,1
522459,1171340781057204224,1,1,1
2024157,1174459151986171905,-2,1,1
2404699,1175668921543921665,-1,3,1
4272750,1179804521054244864,0,1,4
1437868,1173155254986317824,0,2,1
1551219,1173399345607188484,0,2,1
993775,1172151900172693504,-4,1,1
2325796,1175356446529208321,0,3,1
2531859,1176044685263065089,2,1,1
921100,1172064863612522501,0,1,1
1937272,1174281095300427783,1,1,1
2151273,1174799135809179648,0,3,1
310260,1171054795035160582,-2,1,1
569272,1171396642479714305,-1,1,1
2663489,1176373582877908992,-1,4,1
3236297,1177499701584646144,1,1,2
2473398,1175835650349850626,0,3,1
3863558,1178982936433086468,-1,1,3
2648892,1176268832677216257,0,1,1
3932322,1179134345958891521,0,1,3
4039137,1179410378410864644,-1,1,1
3890362,1179041744853319680,-1,1,3
3336550,1177748720223424512,-2,1,1
4741421,1180897116790632448,-2,1,1
1042944,1172224744730628096,0,1,1
2345210,1175422351531360256,0,3,1
1874822,1174196396783783937,-2,1,1
1844139,1174060723418402816,-1,2,1
2786776,1176543789013450755,-2,4,1
4155369,1179646543319711744,0,1,4
3488564,1178094138606194693,0,1,1
965308,1172111131441324033,2,1,1
2482592,1175862397795483650,-1,3,1
3917103,1179104280680243205,-1,1,3
189297,1170955702522826752,0,1,1
1829044,1174036667927269377,0,2,1
4689341,1180792410177183744,-1,1,1
3516032,1178212180631707648,-1,1,3
4319109,1179868835450626054,2,1,4
3952378,1179170465232953344,-1,1,3
1126132,1172414460062879746,0,1,1
2864717,1176725766920396800,1,4,2
377998,1171118532114993154,0,1,1
4128159,1179530341847109632,-1,1,1
1047752,1172230919765274624,0,1,1
1169923,1172477820976717825,0,1,1
2304236,1175315417348399105,-2,3,1
1483218,1173240127361081345,-2,2,1
2644563,1176256307910914050,0,1,1
3215911,1177473215993499652,-2,1,2
4671070,1180767376754827266,0,1,1
577076,1171405931114115074,0,1,1
617010,1171468751251722246,-2,1,1
1719448,1173757844618977280,2,2,1
2495962,1175900735688663040,-1,3,1
4340889,1179906542075809793,-2,1,4
3525710,1178225022566952961,1,1,3
2658937,1176351470297452545,0,4,1
2888705,1176763461197545472,-1,4,2
3778525,1178766354100473856,-1,1,3
1669102,1173663099502678016,0,2,1
573326,1171401449043124224,1,1,1
2431178,1175713732728696833,0,3,1
724440,1171727540756647938,0,1,1
2692368,1176422719962984448,1,4,1
3940636,1179148643649118209,-3,1,3
946850,1172090215512629249,-1,1,1
2789870,1176547944885043202,-2,4,1
1840392,1174054631573532673,0,2,1
2019525,1174446264634761222,0,1,1
515164,1171333157142114304,0,1,1
4221654,1179726780258750469,0,1,4
1130597,1172420713422061569,-4,1,1
2196345,1174957262630055942,0,3,1
655402,1171549703059759105,1,1,1
1389005,1172974250552102915,-2,1,1
2444554,1175742054753812481,-1,3,1
2351394,1175446215703629824,0,3,1
1435843,1173152210974363653,0,2,1
2476023,1175843071122202626,-1,3,1
2627967,1176221304162344961,0,1,1
2519797,1176027012609314816,-1,1,1
1323140,1172827788677718016,-1,1,1
652212,1171543331203104770,0,1,1
1123366,1172411076945694720,1,1,1
2486129,1175872608816041985,-1,3,1
2339508,1175396458763366401,-1,3,1
2773384,1176523965017272321,0,4,1
1319123,1172820965060988928,-3,1,1
620807,1171474616998490116,1,1,1
2915013,1176795724090097665,-2,4,2
1401235,1173002187066302465,-2,1,1
2338449,1175392721646886913,0,3,1
2226439,1175016903678390272,0,3,1
4253518,1179776271145951232,0,1,4
3730332,1178682945747476482,0,1,3
714712,1171713314109435904,0,1,1
2449071,1175753475524837377,1,3,1
2560270,1176087981955960837,-1,1,1
4150989,1179639773960527872,0,1,4
2046517,1174584087849385984,1,3,1
3967029,1179272872126271488,-2,1,1
2644620,1176256432112619522,-2,1,1
2146006,1174789919635623937,1,3,1
2548763,1176068306006134784,-1,1,1
3260665,1177564048973553664,0,1,2
2647870,1176265963727151104,-1,1,1
1041618,1172222878173061120,-2,1,1
1347202,1172877156793409538,-2,1,1
4295755,1179835515534811136,-3,1,4
2353227,1175454350728187904,-1,3,1
2236873,1175043829478645760,0,3,1
3938946,1179146113305255936,-1,1,3
4088623,1179478678348222466,0,1,1
642400,1171526706235985920,0,1,1
1931890,1174273113137254400,1,1,1
4175850,1179670454145110016,-2,1,4
829297,1171889167665651712,2,1,1
2265200,1175128941234774021,0,3,1
1127419,1172416217228824576,0,1,1
1953076,1174305329372438529,0,1,1
1900916,1174232832677466113,0,1,1
1466709,1173205827064389632,1,2,1
3895531,1179055555765293056,0,1,3
2360347,1175476692376281088,0,3,1
936450,1172079436382056448,-3,1,1
2516112,1176021474420899841,1,1,1
1103307,1172373333318389761,3,1,1
182180,1170947903789182976,-1,1,1
2206258,1174972638432616448,-1,3,1
1945159,1174292213813141506,0,1,1
1560357,1173478430576451585,-1,2,1
4120623,1179518581647781890,0,1,1
2088693,1174662484059463682,0,3,1
2196716,1174957834083028992,0,3,1
1293113,1172782451271307264,-1,1,1
3902641,1179074783604019201,-1,1,3
2487930,1175879670283325447,-1,3,1
2178861,1174928187626643457,-2,3,1
267839,1171020665744478209,-2,1,1
2431772,1175714805547708418,0,3,1
1907602,1174243118046175236,-1,1,1
3862814,1178981609485275136,-1,1,3
1435761,1173152086600617984,-1,2,1
1152904,1172454418291314689,0,1,1
1010942,1172179404686024705,1,1,1
4009834,1179363074379276290,-2,1,1
306513,1171051539722625026,0,1,1
3480243,1178073705907286016,-3,1,1
4084993,1179474116744826881,-2,1,1
2772127,1176522141443006469,0,4,1
1853366,1174076881014054913,1,2,1
2045340,1174582047744155648,1,3,1
1296481,1172786518626381825,0,1,1
4459500,1180180605029568513,-1,1,4
3557809,1178272835141193728,0,1,3
1704047,1173715289072181251,1,2,1
322403,1171067211278102528,-1,1,1
2418011,1175693170308341760,0,3,1
1437422,1173154578025603072,-2,2,1
3052980,1177111032776548352,-2,4,2
3598380,1178372097019695104,0,1,3
1920617,1174258661855830017,0,1,1
584732,1171416467763585024,1,1,1
1142675,1172438771159035906,3,1,1
689716,1171684022403108864,-1,1,1
626048,1171490256459190272,0,1,1
425437,1171163754186366978,1,1,1
4183523,1179679530115616769,1,1,4
3595750,1178366671599407104,-1,1,3
4496489,1180263294986309632,-2,1,4
1430066,1173142866660679680,-2,2,1
3934036,1179137554064580615,0,1,3
2319080,1175341637947592705,-1,3,1
2335390,1175382123085291520,-1,3,1
3302410,1177663044052291584,0,1,2
2944330,1176850488928690177,-3,4,2
4209683,1179711572522029056,1,1,4
2470907,1175828404156977152,0,3,1
1922919,1174261518877241348,2,1,1
934237,1172077245961297925,0,1,1
1996726,1174402021228711936,0,1,1
1034657,1172212385848942593,3,1,1
1444137,1173165213786484736,1,2,1
2361362,1175479567605272577,0,3,1
2519257,1176026262198005761,1,1,1
4680936,1180780874364850176,-1,1,1
2297591,1175300611782467584,-1,3,1
2607002,1176189009921531904,1,1,1
641657,1171525361638576128,-2,1,1
430189,1171168358571622401,-1,1,1
2302862,1175312846370070528,-1,3,1
1933398,1174275045063049217,1,1,1
1212801,1172566415284551681,-1,1,1
607677,1171454026057052161,1,1,1
2312129,1175328382801850374,-2,3,1
1952755,1174304837334392832,0,1,1
1328331,1172837052326535169,-2,1,1
4106013,1179500921052696577,-4,1,1
2156822,1174809301980012544,0,3,1
953688,1172096994938097664,1,1,1
2612774,1176197750142246912,-2,1,1
2617275,1176204703618805760,1,1,1
1916017,1174252872080461824,-1,1,1
2057821,1174604632938733568,0,3,1
565604,1171392406568218625,1,1,1
2715264,1176451496650694656,-1,4,1
909304,1172054121689600006,0,1,1
4333420,1179889123307466753,-2,1,4
1527955,1173333162040209408,2,2,1
3418447,1177962686803525637,0,1,1
3749769,1178723615258419200,-3,1,3
365432,1171105332128563201,-3,1,1
2198878,1174961005236850690,0,3,1
1917272,1174254394210234369,-1,1,1
2772590,1176522859121979392,0,4,1
2048021,1174586605048406016,1,3,1
783576,1171834423270133765,1,1,1
2318841,1175341127358144521,2,3,1
1982990,1174374083133431814,-1,1,1
2030995,1174514066909487104,-1,3,1
669738,1171638546530295808,0,1,1
2658656,1176348872072937473,-1,4,1
632566,1171507821700997120,1,1,1
661798,1171567226366787586,1,1,1
592633,1171428458787815425,1,1,1
2559548,1176086841403105280,-2,1,1
634133,1171510966137188352,-2,1,1
4487351,1180238658697416709,1,1,4
914860,1172059058322497536,-2,1,1
1658891,1173647991363776513,1,2,1
913223,1172057609597313025,-1,1,1
2354254,1175458461095747585,0,3,1
3624288,1178420053194285057,0,1,3
2132951,1174762939166932992,1,3,1
2046900,1174584711815094272,-1,3,1
3633954,1178437165958795266,-2,1,3
306797,1171051788629368833,1,1,1
2502791,1175936659793297408,-1,1,1
1253461,1172639821875073026,-1,1,1
2296776,1175298260556296192,-2,3,1
2028429,1174481830839574528,-1,3,1
4060653,1179443435566239744,0,1,1
3557638,1178272457016463363,-3,1,3
3745162,1178715410537078786,1,1,3
1008986,1172176435215294464,1,1,1
2488949,1175882250472296448,0,3,1
1972117,1174349849145368577,0,1,1
2100068,1174692709078044672,0,3,1
3843426,1178948233562918913,0,1,3
1544421,1173366732632854529,-3,2,1
1606247,1173557435635777536,-2,2,1
3268581,1177584587108749313,-1,1,2
625517,1171488896779079680,0,1,1
658787,1171557461817475074,1,1,1
2628590,1176222278675308545,-2,1,1
2508000,1175998032103366656,-2,1,1
2011693,1174430500984950784,-3,1,1
1944084,1174290663589974023,-1,1,1
2798435,1176559504869208064,-2,4,1
3326002,1177709401744035840,0,1,2
2691959,1176422155321520130,0,4,1
900072,1172045517725020161,0,1,1
4231481,1179741527184232448,0,1,4
1600421,1173546907400122368,-2,2,1
2642318,1176246554690277377,-1,1,1
1308186,1172804849974558721,-2,1,1
1849579,1174070068847812615,-1,2,1
2684907,1176411658287292417,-4,4,1
433570,1171171331267842050,0,1,1
1386547,1172969073153646592,-2,1,1
1284972,1172772568903929856,0,1,1
1658901,1173648009361526785,-2,2,1
2640184,1176242833776418817,-2,1,1
2689781,1176418907848171520,0,4,1
380563,1171121148177899520,0,1,1
1895200,1174226474053840896,-2,1,1
3135087,1177238914425397249,-1,4,2
2760505,1176504549466677248,0,4,1
2561135,1176089260992151552,-3,1,1
3875196,1179005833084112898,-1,1,3
4109739,1179505177839190017,1,1,1
1896873,1174228323326709761,0,1,1
261690,1171015910079049733,-2,1,1
1196808,1172535310732808193,-1,1,1
4452019,1180164342010056709,1,1,4
2655672,1176313029295665152,-1,4,1
3367997,1177868516520812544,0,1,1
3824125,1178919389082607618,1,1,3
2575724,1176116616112816128,2,1,1
1933596,1174275292053016576,-1,1,1
4441061,1180140583366643713,1,1,4
1893455,1174224653444952064,-1,1,1
3336897,1177751731779833856,0,1,1
2158877,1174813319636705280,0,3,1
2685486,1176412540299096064,2,4,1
2315290,1175333703536533504,1,3,1
2411407,1175683370422022145,-1,3,1
2458576,1175786971488235523,0,3,1
467000,1171212680222429184,0,1,1
1965857,1174332363511410690,0,1,1
1699401,1173709012174594053,0,2,1
641014,1171524103934640128,-1,1,1
766226,1171802703170813954,-3,1,1
2902197,1176779159877693440,-3,4,2
2210988,1174984331225268224,0,3,1
4048197,1179426980376260608,0,1,1
1887011,1174217815261351936,-3,1,1
3026918,1176999181061242880,-1,4,2
665516,1171589983683121152,0,1,1
618789,1171471573687001088,1,1,1
1034040,1172211506735472640,-4,1,1
1231762,1172601961872580608,-1,1,1
2620403,1176209544244060161,-1,1,1
669285,1171633678805610501,1,1,1
3726378,1178672147683786752,0,1,3
872043,1171975997975126016,0,1,1
1503063,1173286167778942979,1,2,1
1670968,1173665896746733571,0,2,1
506605,1171323739239342080,-1,1,1
2277596,1175164585017511936,0,3,1
3958958,1179204121439719425,-1,1,1
1366393,1172923660421779456,-2,1,1
1829309,1174037135852224512,0,2,1
643855,1171529279487610880,-1,1,1
2370899,1175503818525683714,0,3,1
2565046,1176095530486829056,-1,1,1
1877808,1174203992139870208,-1,1,1
2034123,1174549751397801984,0,3,1
318249,1171062652795273216,-2,1,1
2559985,1176087526882316293,-1,1,1
443143,1171180172734803970,1,1,1
2430318,1175712210389282816,0,3,1
2328764,1175363583544369153,-2,3,1
626170,1171490586408275969,0,1,1
691961,1171686508673347584,0,1,1
597743,1171438403189006344,1,1,1
848591,1171907957199687680,0,1,1
1454896,1173183878162501632,-1,2,1
1466223,1173204920964714501,0,2,1
626486,1171491333065691136,0,1,1
3833021,1178934632768790529,1,1,3
643503,1171528726003113985,0,1,1
353202,1171093290151813120,-2,1,1
2590592,1176154248096243712,0,1,1
4306892,1179851955889291264,0,1,4
2163156,1174823766691602434,0,3,1
4294319,1179833467951034368,2,1,4
2200412,1174963568321519618,0,3,1
2448939,1175753147811278848,-1,3,1
2581488,1176131034540380160,2,1,1
1205090,1172551072734277633,0,1,1
1955153,1174309033676816385,-1,1,1
2835352,1176610055233462273,-2,4,1
2681453,1176405759221030913,1,4,1
2506670,1175985510466105344,-2,1,1
3040539,1177082230407094272,-1,4,2
234633,1170994695150985216,-1,1,1
4707114,1180821183434039296,0,1,1
2076307,1174638962910146561,-2,3,1
3994187,1179335689147752448,0,1,1
3498099,1178157902110044160,0,1,3
2264584,1175127253686128642,0,3,1
4616465,1180588152282501121,-2,1,4
1396939,1172992704156000266,-2,1,1
1777057,1173918659624017921,-2,2,1
2632647,1176229086278094849,-1,1,1
2199328,1174961721233952768,0,3,1
355136,1171095107921072128,0,1,1
720491,1171722318055464960,0,1,1
663388,1171574980179632128,1,1,1
2691033,1176420782588776448,-2,4,1
1891153,1174222168391073793,0,1,1
939146,1172082254627201024,1,1,1
2302319,1175311718525874177,-1,3,1
2227518,1175019538263490561,0,3,1
1912460,1174248687188500480,0,1,1
1864128,1174102591007076357,0,2,1
1115375,1172399642325086213,0,1,1
4273552,1179805596918398978,-3,1,4
1859064,1174087548785909761,-1,2,1
4208214,1179709750185009153,0,1,4
289219,1171036802339233793,-2,1,1
2418023,1175693190013300736,0,3,1
2555514,1176079967777632256,-1,1,1
274028,1171025361502646272,-2,1,1
299495,1171045160794361858,0,1,1
1742820,1173859161743994881,-1,2,1
1864739,1174105622343802880,1,2,1
1770623,1173906259956961282,-2,2,1
1332251,1172844113328300033,-2,1,1
3949680,1179163930721181696,0,1,3
974548,1172122124175204353,1,1,1
2625578,1176217564525060097,-1,1,1
2605310,1176186492873564162,-1,1,1
1480693,1173235173904781313,-2,2,1
729440,1171734418643476482,0,1,1
640142,1171522463777181696,1,1,1
1170287,1172478397974556673,0,1,1
2370653,1175503257915052039,0,3,1
939220,1172082341197635584,1,1,1
2473365,1175835546788253698,0,3,1
1931855,1174273072825884672,0,1,1
3955226,1179179975427203074,-3,1,3
1821290,1174019967802597376,-2,2,1
3872271,1178999649031643138,0,1,3
2829433,1176602265194569734,0,4,1
177611,1170941909579292673,1,1,1
2429589,1175710995534286849,0,3,1
2739513,1176477702158716929,0,4,1
562667,1171389267689582592,1,1,1
3877500,1179010552854650880,0,1,3
581184,1171411258022739969,-1,1,1
1978352,1174364234139996170,0,1,1
498022,1171314805556285440,-1,1,1
4652366,1180740574665740288,-1,1,1
3005876,1176967689996312576,-2,4,2
2619155,1176207544504737792,-2,1,1
1990623,1174389675160723456,0,1,1
2358311,1175470385254535169,0,3,1
1837008,1174049307651166208,1,2,1
2521742,1176032039004450816,-3,1,1
2587226,1176145474065195014,0,1,1
3899046,1179064186590113792,-1,1,3
2629240,1176223300588134401,1,1,1
2168053,1174849358736580608,1,3,1
668746,1171627269011492865,0,1,1
2685132,1176411978476269568,1,4,1
1134826,1172427849589870594,0,1,1
880037,1172020853422415872,-1,1,1
4369074,1180019826032615426,0,1,4
4662329,1180756135235575813,-3,1,1
2776871,1176529372435628032,-2,4,1
1378865,1172953158408200192,-1,1,1
3897932,1179061301089329152,-3,1,3
1806610,1173989517826646016,0,2,1
541392,1171362547871756288,-1,1,1
2431105,1175713601488936961,0,3,1
2488121,1175880163269193731,-3,3,1
4056604,1179439526755868673,0,1,1
307554,1171052437219815424,0,1,1
2611891,1176196512671510533,-2,1,1
3274755,1177602318193385473,0,1,2
2435000,1175720669407010817,2,3,1
586033,1171418462733967360,1,1,1
3924740,1179119917502750720,1,1,3
2538319,1176053152942100480,0,1,1
876600,1172009906003763201,1,1,1
4055623,1179438077200216066,-4,1,1
1097353,1172321345847250944,-2,1,1
212978,1170976142666469376,-2,1,1
736855,1171745584216236032,-2,1,1
1946843,1174294894464110594,1,1,1
1918017,1174255365963358208,0,1,1
2613850,1176199393466290176,-2,1,1
894657,1172040180871716869,0,1,1
2653018,1176288555724939264,0,4,1
4078750,1179466257432793089,0,1,1
2362700,1175483194667405313,0,3,1
1866306,1174116008455548930,0,1,1
2402710,1175664399404687360,-2,3,1
4522765,1180399901328465920,-2,1,4
1794890,1173960898018516992,0,2,1
2160538,1174816943544700933,0,3,1
2440549,1175731088821501952,-1,3,1
3882623,1179021589909835776,0,1,3
3731483,1178685204375977986,0,1,3
407177,1171146496030519297,-1,1,1
3863708,1178983197272662017,0,1,3
1347790,1172878562703093761,-1,1,1
572286,1171400246129254400,1,1,1
3033852,1177025870575353856,0,4,2
3189594,1177345303458041856,-2,4,2
875506,1172004362505338880,2,1,1
1755741,1173879743273426944,0,2,1
3447765,1178021130180923394,-1,1,1
2631155,1176226477660094464,-2,1,1
404956,1171144299158749184,-1,1,1
634659,1171512032417288193,1,1,1
2755894,1176497906498621440,1,4,1
2853900,1176644635978076160,-1,4,1
538631,1171359092075651073,-1,1,1
3564112,1178290657225592832,1,1,3
541482,1171362667182907392,0,1,1
1225464,1172588632470884352,-1,1,1
2584529,1176138723718848512,-1,1,1
2528295,1176040342719619073,-1,1,1
775628,1171820423207641093,-3,1,1
2560442,1176088252933136385,-1,1,1
3868744,1178992231446990850,-1,1,3
3088474,1177155771139837952,-1,4,2
1489103,1173256180224929797,0,2,1
2314249,1175331913491505155,0,3,1
210889,1170974310401490945,-1,1,1
403828,1171143178168221701,-2,1,1
3778988,1178767042553491456,-1,1,3
3951683,1179168613221183490,-1,1,3
2479247,1175852527625150464,-1,3,1
2470674,1175827804551876609,0,3,1
584104,1171415542986616832,1,1,1
1590135,1173529056953999361,1,2,1
4741917,1180898068151111681,2,1,1
1017164,1172188180025659392,-2,1,1
1999800,1174407800660922370,0,1,1
2506924,1175988461595238400,0,1,1
3742241,1178710340592443393,0,1,3
667945,1171617264098918400,1,1,1
319879,1171064432438501378,-2,1,1
1650369,1173634570199191552,-3,2,1
612727,1171462002901839873,1,1,1
2903686,1176781042818146304,0,4,2
4400064,1180064952112963587,-4,1,4
567526,1171394604324859904,1,1,1
975817,1172123748121677824,1,1,1
1364116,1172917430865268736,-2,1,1
2652708,1176286720972771328,1,4,1
578990,1171408264321482758,-1,1,1
1461993,1173196803996622850,-2,2,1
2243175,1175062683701448705,-1,3,1
569665,1171397121490092032,1,1,1
1404399,1173010716774805504,-2,1,1
2750159,1176489933743304706,-1,4,1
1132390,1172423094360657921,2,1,1
300739,1171046228156702720,-1,1,1
1036322,1172214609094291457,-2,1,1
1807131,1173990698749702144,0,2,1
1207375,1172555086876368897,0,1,1
1181680,1172496947544018944,0,1,1
2000445,1174408989075005442,-2,1,1
564601,1171391272269078543,1,1,1
1151340,1172450345378877441,0,1,1
2387717,1175545908844531712,0,3,1
2473813,1175836793893261318,-2,3,1
662885,1171572180460724224,1,1,1
433031,1171170852169289729,1,1,1
391896,1171132077988831233,-2,1,1
763216,1171796604866744320,-2,1,1
646289,1171533742659096576,1,1,1
1851942,1174074220558651392,0,2,1
1127033,1172415627148967939,-1,1,1
1186199,1172510906850381824,-1,1,1
2207375,1174974362232819714,0,3,1
640758,1171523587267710976,-2,1,1
903341,1172048717773463552,0,1,1
280912,1171030293916082177,-2,1,1
612056,1171460921203408896,1,1,1
790600,1171845145106505728,0,1,1
527635,1171346373398151168,-1,1,1
479335,1171263161757863936,0,1,1
915564,1172059741234896897,-2,1,1
672532,1171655085736288256,1,1,1
3714138,1178648575745691650,2,1,3
4217662,1179721599920066560,-1,1,4
182366,1170948126003355648,0,1,1
283760,1171032457069678592,-1,1,1
2351169,1175445468173746176,1,3,1
312331,1171056774788648963,0,1,1
474188,1171234032488714241,-1,1,1
1384706,1172965509215784960,-2,1,1
686765,1171680410448928768,0,1,1
632357,1171507374290395138,-1,1,1
1201231,1172543801883340800,1,1,1
2100602,1174693906337947649,1,3,1
2631506,1176227101738975232,-1,1,1
2687520,1176415497799315457,0,4,1
2333220,1175375687714316288,-1,3,1
3867099,1178988845586665472,0,1,3
2224478,1175012503337783296,0,3,1
320498,1171065086397620225,-2,1,1
2666881,1176381843572215808,-1,4,1
1312400,1172810822147461126,0,1,1
3851906,1178959434007158785,-1,1,3
3427113,1177982094552772611,0,1,1
557707,1171383652128821249,1,1,1
516120,1171334068111327232,-1,1,1
571666,1171399478957486081,1,1,1
3891234,1179043891732979713,0,1,3
2879764,1176753466947096576,-1,4,2
886824,1172031462104850433,1,1,1
470165,1171220669817872389,-2,1,1
1460995,1173194930124144640,-2,2,1
1863110,1174098856646254592,-2,2,1
1913714,1174250126958874627,-1,1,1
3183930,1177336045643489282,-2,4,2
2685307,1176412278251491328,0,4,1
4717343,1180842607343263744,0,1,1
2520891,1176028379339845634,0,1,1
2591971,1176157578071564289,1,1,1
1615553,1173572749786320896,-1,2,1
3918702,1179107410570547200,-1,1,3
2666779,1176381674927656960,-1,4,1
168842,1170918470378086400,-2,1,1
2785630,1176542210470400005,-1,4,1
4661677,1180755269049040897,0,1,1
668820,1171628370733522944,0,1,1
4134517,1179549549830066176,0,1,4
250872,1171007369121325057,1,1,1
2662118,1176369230998048769,-4,4,1
2195056,1174955473918808064,0,3,1
2893690,1176769095364206592,0,4,2
460200,1171201712859885568,-1,1,1
4128742,1179531365315952640,1,1,1
218388,1170980910013042688,-1,1,1
3878253,1179012124271632384,-1,1,3
314556,1171058893243473921,1,1,1
3412149,1177947433365577730,0,1,1
250004,1171006721210404870,1,1,1
2476456,1175844293296164864,-1,3,1
4753886,1180920934238183425,-1,1,1
230517,1170991192932270081,0,1,1
4705215,1180817563237924864,0,1,1
